news,labels
FX Watch US dollar back at day MA USDJPY nearing resistance confluence,positive
EURUSD GBPUSD likely to decline much further while EURGBP stabilises,negative
EURUSD EURGBP continue to slide while GBPUSD holds,negative
Commodities Watch Silver prices eyeing for another yeartodate high,positive
AUDUSD drops as EURJPY USDJPY rejected by resistance,negative
Asian Indices Nearterm Outlook Whats Next,neutral
ECB poised to cut rates again What to expect on October,negative
EURUSD EURGBP and GBPUSD expected little changed during Columbus Day,neutral
AUDUSD retreat under review,negative
EURUSD GBPUSD remain under pressure as EURGBP stabilises,negative
Ahead of the game October,neutral
Fed minutes review caution and economic resilience bolster US dollar,positive
EURJPY USDJPY probe key resistance while AUDUSD tries to hold,positive
GBPUSD find support while EURJPY USDJPY try to break through resistance,positive
RBNZs surprise bp rate cut sends NZD to week low,negative
US inflation data takes centre stage as markets digest strong jobs report,neutral
EURUSD EURGBP try to stabilise while AUDUSD drops,positive
US Jobs Report Shifts Federal Reserve Rate Predictions,negative
GBPUSD slips while EURJPY USDJPY probe key resistance,negative
EURGBP EURUSD and GBPUSD await US nonfarm payrolls,neutral
Pound slumps against dollar after Bailey comments,negative
US September nonfarm payrolls What to expect,neutral
EURGBP rallies while EURUSD GBPUSD drop further amid greenback strength,negative
EURUSD GBPUSD and AUDUSD drop on US dollar safe haven flows,negative
Geopolitical tensions ratcheting up in the Middle East Whats next,neutral
US Election playbook How to position for elections,neutral
EURUSD GBPUSD sidelined near highs while EURGBP dips,negative
Asia Day Ahead Whats next for the USDJPY,neutral
Nikkei drops on strong yen dragging FTSE and NASDAQ down,negative
EURJPY USDJPY drop on yen strength while AUDUSD hits month high,negative
AUDUSD on track for a September to remember,positive
EURUSD EURGBP and GBPUSD stall after week of gains,negative
AUDUSD rally stalls while EURJPY USDJPY gradually rise,negative
Ahead of the game September,neutral
EURGBP stabilises near year low while EURUSD GBPUSD advance amid quiet economic calendar,negative
Impact of the US election on the FX market,negative
AUDUSD GBPUSD rally while EURGBP falls to near year low,negative
Asia Day Ahead Attention on Chinas policy cues RBA meeting,neutral
FX Watch US Dollar Index on watch ahead of US PCE data,neutral
EURUSD GBPUSD remain bid while EURGBP tests key longterm support,positive
AUDUSD primed for movement ahead of RBA meeting and inflation update,neutral
Commodities Watch Bullish bias to remain for gold prices,positive
EURGBP slips while EURJPY USDJPY bounce back from lows,negative
AUDUSD EURUSD and GBPUSD remain bid post Fed bps rate cut,positive
FOMC meetings takeaway What it means for Wall Street and US dollar,neutral
AUDUSD EURUSD and GBPUSD advances stall ahead of Fed decision,negative
FX Watch US dollar stabilises for now AUDJPY finding support from upward trendline,positive
Bank of Englands September rate decision caution likely to prevail,positive
Dow surges to new high and Hang Seng powers higher but Nikkei falls back,negative
EURGBP EURJPY USDJPY try to stabilize ahead of FOMC,positive
Asia Day Ahead Countdown to FOMC meeting,neutral
AUDUSD EURUSD GBPUSD bid ahead of Fed ECB BOJ rate decisions,neutral
AUDUSD gains as Fed rate cut hopes overshadow weak Chinese data,positive
AUDUSD EURUSD and GBPUSD rally as bps Fed rate cut back on the table,positive
Asia Day Ahead Yen strengthened Chinas economic data on watch,positive
Stocks to watch if Trump wins the US election,neutral
EURUSD EURGBP and EURJPY bid ahead of ECB rate decision,positive
Bank of Japan BoJ preview Clues to be sought on the timing for the BoJs next move,neutral
USDJPY drops to month low EURJPY slips while EURUSD stabilizes,negative
AUDUSD EURJPY and USDJPY stabilize ahead of US presidential debate,negative
FX Watch US CPI on watch to offer some answers to Feds next move,neutral
EURUSD GBPUSD in process of topping out while EURGBP stabilizes,neutral
AUDUSD gyrations set to continue,negative
EURUSD EURGBP and GBPUSD bid ahead of US NFPs,neutral
What is the Average True Range ATR indicator and how do you trade with it,neutral
GBPUSD rises for a second day after ADP report,positive
AUDUSD stabilizes while EURJPY USDJPY slip ahead of US employment data,negative
FX Watch USDCAD stabilises while USDJPY struggles,positive
EURUSD GBPUSD remain under pressure while EURGBP stabilizes,negative
AUDUSD EURJPY and USDJPY slip as US traders return after Labor Day,negative
Likely quiet day for EURUSD EURGBP and GBPUSD as US shut for Labor Day,neutral
AUDUSD falls on weaker Chinese PMI data and US dollar strength,negative
FX Watch US dollar on watch AUDJPY continues to climb,positive
EURUSD is taking a hit while EURGBP drops and AUDUSD rally stalls,negative
EURUSD GBPUSD resume their ascents as EURGBP is trying to stabilize,negative
EURUSD GBPUSD remain bid while EURGBP stays under pressure,positive
AUDUSD hits month high while EURJPY USDJPY stay sidelined,positive
AUDUSD rally to be tested by sharp decline in Australian CPI,negative
FX Watch US dollar eyes July low AUDUSD sees further signs of life,negative
Oil price drop on demand concerns despite ongoing geopolitical tensions,negative
EURUSD GBPUSD and AUDUSD resume their ascents,neutral
FX Watch USDSGD back at Feb level USDJPY struggled at trendline resistance,negative
Gold price trades close to record high silver stays bid while oil price drops further,negative
Swift AUDUSD rally is taking a breather while EURJPY USDJPY stay sidelined,negative
Commodities Watch Gold at record high silver outperformed gold last week,positive
Gold price trades near record highs US natural gas prices stall while oil remains under pressure,negative
EURUSD GBPUSD and AUDUSD rallies stall ahead of FOMC minutes,negative
AUDUSD surges ahead while EURJPY and USDJPY stabilize,positive
Outlook on July FOMC minutes and Jackson Hole Symposium,neutral
Gold price trades around mark while silver price rises and oil price falls,negative
AUDUSD rises despite Chinas property market concerns,positive
EURUSD nears month high while EURGBP drops and GBPUSD surges ahead,negative
EURUSD EURGBP slip while GBPUSD rises at end of week,negative
EURJPY USDJPY remain in recovery mode while AUDUSD continues to appreciate,positive
EURUSD EURGBP rise while GBPUSD recovery stalls,positive
FX Watch USDJPY at trendline resistance USDSGD back at Dec low,negative
EURGBP comes under pressure but AUDUSD and EURJPY keep rising,negative
FX Watch EURUSD within wedge formation USDCAD stuck in broad indecision,negative
Renewed risk appetite lifts EURUSD GBPUSD and USDJPY,positive
Stock markets rebound from their lows what happened and what comes next,neutral
EURGBP drops back but AUDUSD and EURJPY push higher,positive
EURUSD and GBPUSD make gains against the dollar while USDJPY moves higher,positive
EURGBP riding high while AUDUSD and EURJPY rebounds continue,negative
Asia Day Ahead Nikkei eyes level HSI remains on a downward drift,negative
Gold price stabilises but silver and Brent crude price head lower,negative
EURUSD sheds some ground and GBPUSD heads sharply lower while USDJPY recovers from its lows,negative
Global stock market rout why are stocks falling and is there more to come,negative
USDJPY hits month low and EURUSD and GBPUSD rally as US dollar weakens,negative
Japans Nikkei touches bear market territory Whats next,neutral
FX Watch USDJPY punches below trendline support EURGBP firms,negative
Softerthanexpected NFP sends dollar reeling,negative
Tech stocks drive market selloff where next for the NASDAQ price,neutral
EURUSD stabilises but GBPUSD and USDJPY remain under heavy pressure,negative
AUDUSD bounce falters and EURJPY slumps further but EURGBP rallies ahead of BoE meeting,negative
FX Watch US dollar struggled amid dovish Fed USDJPY back at key trendline support,negative
Trading the trend long silver,neutral
EURUSD and GBPUSD drop while USDJPY slumps following hawkish BoJ meeting,negative
FX Watch USDSGD in nearterm consolidation USDCAD eyeing Nov high,positive
Asia Day Ahead Bank of Japan meeting in focus Nikkei on watch,neutral
US nonfarm payrolls preview job growth to keep slowing,positive
Coinbases Q earnings preview Another blowout quarter expected,negative
AUDUSD and EURJPY move higher but EURGBP falls back again,positive
European indices consolidate ahead of possible BoE rate cut,negative
FX Watch USDJPY AUDJPY attempt to stabilise but trendline breakdown remains on watch,negative
Trade of the week short EURUSD,negative
Fed preview setting the stage for September rate cut,neutral
Pullbacks in EURUSD GBPUSD and USDJPY halted but bulls struggle to maintain momentum,negative
Amazon Inc share price finds support ahead of Q earnings,positive
EURUSD and USDJPY show signs of bottoming out while GBPUSD continues to fall,negative
AUDUSD and EURJPY dive sharply and EURGBP edges higher,negative
Trading the trend short EURUSD,neutral
USDJPY slumps again and EURUSD comes under fresh pressure but GBPUSD holds above,negative
AUDUSD and EURJPY fall further while EURGBP makes headway,negative
EURUSD and GBPUSD consolidate after surge while USDJPY struggles to push higher,negative
AUDUSD advance stalls while EURGBP USDJPY bounce off lows,negative
Look ahead Tech trouble ahead UK consumer confidence Baker Hughes American Express Halliburton,neutral
Bank of Japan BoJ preview Odds of a July rate hike priced at a coin flip,neutral
EURUSD surges to month high GBPUSD to year high while EURJPY slumps,positive
Look ahead Netflix ECB rate decision UK jobless rate Japan trade,neutral
EURGBP outlook pair hits twoyear low following UK inflation data,negative
EURUSD and GBPUSD hold their ground while USDJPY edges lower,positive
Aluminium Brent crude oil prices slip on rising US dollar and China demand concerns as silver price stays sidelined,negative
AUDUSD comes off month high while EURJPY and USDJPY resume their ascents,positive
FX Watch AUDJPY call for some defending EURSGD eyeing upper consolidation range,negative
Will the Nikkei continue to rally Where will the yen head next,neutral
